RECORD #(BIBLIO),TITLE,AUTHOR,008 Date One,260|b,260|c,CALL #(BIBLIO),TOT CHKOUT,LOUTDATE
b27421661,Designing web usability / Jakob Nielsen.,"Nielsen, Jakob, 1957-",2000,"New Riders,",c2000.,TK5105.888 .N56 2000,11,1/5/2010 11:18
b1565798x,"Radar : principles, technology, applications / Byron Edde","Edde, Byron.",1993,"Prentice Hall,",c1993,TK6575 .E33 1993,17,5/29/2012 9:24
b38772085,Practical electronics for inventors / Paul Scherz.,"Scherz, Paul.",2007,"McGraw-Hill,",c2007.,TK7816 .S347 2007,10,3/24/2014 11:35
b12558370,"Student manual for The art of electronics / Thomas C. Hayes, Paul Horowitz","Hayes, Thomas C.",1989,"Cambridge University Press,",c1989,TK7818 .H39 1989,21,6/14/2013 12:38
b23621734,Fundamentals of microfabrication / Marc Madou.,"Madou, Marc J.",1997,"CRC Press,",1997,TK7836 .M33 1997,22,11/7/2012 11:27
b29471102,Fundamentals of microfabrication : the science of miniaturization / Marc J. Madou.,"Madou, Marc J.",2002,"CRC Press,",c2002.,TK7836 .M33 2002,19,11/29/2012 12:45
b3877186x,"Foundations of analog & digital electronic circuits / Anant Agarwal, Jeffrey Lang.","Agarwal, Anant.",2005,"Elsevier : Morgan Kaufman Publishers,",c2005.,TK7867 .A43 2005,10,9/18/2013 20:19
b28940301,Electronics / Allan R. Hambley.,"Hambley, Allan R.",2000,"Prentice Hall,",c2000.,TK7867 .H345 2000,32,9/18/2013 20:18
b30510594,"Microelectronic circuits / Adel S. Sedra, Kenneth C. Smith.","Sedra, Adel S.",2004,"Oxford University Press,",2004,TK7867 .S39 2004,11,9/4/2013 11:51
b23924895,"High-speed digital design : a handbook of black magic / Howard W. Johnson, Martin Graham.","Johnson, Howard W.",1993,"Prentice Hall,",c1993.,TK7868.D5 J635 1993,13,2/6/2014 11:15
b26478766,"Fundamentals of logic design / Charles H. Roth, Jr.","Roth, Charles H.",1995,"PWS Pub. Co.,",1995,TK7868.L6 R67 1995,54,7/8/2012 17:51
b33044703,Switching power supply design & optimization / Sanjaya Maniktala.,"Maniktala, Sanjaya.",2005,"McGraw-Hill,",c2005.,TK7868.P6 M36 2005,10,7/5/2012 12:12
b2409965x,Soft ferrites : properties and applications / E.C. Snelling.,"Snelling, E. C. (Eric Charles), 1923-",1988,"Butterworths,",1988,TK7871.15.F4 S53 1988,17,4/24/2013 19:00
b29012910,Magnetic components for power electronics / by Alex Goldman.,"Goldman, Alex.",2002,"Kluwer Academic Publishers,",c2002.,TK7871.15.M3 G6523 2002,12,8/8/2012 12:47
b35257726,Antenna theory : analysis and design / Constantine A. Balanis.,"Balanis, Constantine A., 1938-",2005,"John Wiley,",c2005.,TK7871.6 .B353 2005,13,2/14/2012 13:14
b28646393,The science and engineering of microelectronic fabrication / Stephen A. Campbell.,"Campbell, Stephen A., 1954-",2001,"Oxford University Press,",2001,TK7871.85 .C25 2001,14,9/22/2014 11:05
b29954307,"Fundamentals of semiconductor fabrication / Gary S. May, Simon M. Sze.","May, Gary S.",2004,"Wiley,",c2004.,TK7871.85 .M39 2004,12,2/1/2013 15:03
b29902010,Advanced semiconductor fundamentals / Robert F. Pierret.,"Pierret, Robert F.",2003,"Prentice Hall,",c2003.,TK7871.85 .P483 2003,13,1/20/2014 13:20
b2751061x,Solid state electronic devices / Ben G. Streetman and Sanjay Banerjee.,"Streetman, Ben G.",2000,"Prentice Hall,",c2000.,TK7871.85 .S77 2000,23,3/25/2014 11:29
b41245246,Solid state electronic devices / Ben G. Streetman and Sanjay Kumar Banerjee.,"Streetman, Ben G.",2006,"Pearson/Prentice Hall,",c2006,TK7871.85 .S77 2006,14,1/8/2014 13:15
b2898836x,"Semiconductor devices, physics and technology / S.M. Sze.","Sze, S. M., 1936-",2002,"Wiley,",c2002.,TK7871.85 .S9883 2002,12,2/28/2013 11:06
b34942853,"CMOS circuit design, layout, and simulation / R. Jacob Baker.","Baker, R. Jacob, 1964-",2005,"IEEE Press,",c2005.,TK7871.99.M44 B35 2005,13,10/2/2013 10:00
b30142702,"CMOS digital integrated circuits : analysis and design / Sung-Mo (Steve) Kang, Yusuf Leblebici.","Kang, Sung-Mo, 1945-",2003,"McGraw-Hill,",c2003.,TK7871.99.M44 K36 2003,12,1/7/2014 11:36
b31420151,The design of CMOS radio-frequency integrated circuits / Thomas H. Lee.,"Lee, Thomas H., 1959-",2004,"Cambridge University Press,",2004,TK7871.99.M44 L44 2004,13,4/5/2010 11:28
b33912944,"Inductors and tranformers for power electronics / Alex van den Bossche, Vencislav Cekov Valchev.","Bossche, Alex van den.",2005,"CRC Press,",2005,TK7872.I63 B67 2005,11,7/20/2012 14:42
b27366212,Micromachined transducers sourcebook / Gregory T.A. Kovacs.,"Kovacs, Gregory T. A.",1998,"WCB,",1998,TK7872.T6 K68 1998,14,11/29/2012 12:44
b28630713,Analysis and design of analog integrated circuits / Paul R. Gray ... [et al.].,,2001,"Wiley,",c2001.,TK7874 .A588 2001,31,12/10/2013 11:37
b24045251,"Microelectronics : an integrated approach / Roger T. House, Charles G. Sodini.","Howe, Roger Thomas.",1997,"Prentice Hall,",1997,TK7874 .H688 1997,10,2/17/2013 12:00
b29445152,Introduction to microelectronic fabrication / Richard C. Jaeger.,"Jaeger, Richard C.",2002,"Prentice Hall,",c2002.,TK7874 .J33 2002,52,5/8/2014 15:54
b24185498,"Analog integrated circuit design / David Johns, Ken Martin.","Johns, David, 1958-",1997,"John Wiley & Sons,",c1997.,TK7874 .J65 1997,78,3/26/2014 13:46
b42015601,Fundamentals of microelectronics / Behzad Razavi.,"Razavi, Behzad.",2008,"Wiley,",c2008.,TK7874 .R395 2008,12,2/4/2014 11:17
b2402367x,Silicon run I [videorecording] / a Ruth Carranza production in collaboration with the Stanford Nanofabrication Facility.,,1996,"Ruth Carranza Productions,",[1996],TK7874 .S545 1996,18,8/13/2012 9:45
b24023711,"Silicon run II [videorecording] : the sequel / a Ruth Carranza production in collaboration with the Center for Integrated Systems, Stanford University.",,1993,"Ruth Carranza Productions,",[1993],TK7874 .S5452 1993,12,8/13/2012 9:45
b27982798,Silicon run lite [videorecording] / a Ruth Carranza production in collaboration with the Stanford Nanofabrication Facility.,,1997,"SILICON RUN/Ruth Carranza Productions,",[1997],TK7874 .S54536 1997,11,6/1/2012 11:27
b23844255,Digital integrated circuits : a design perspective / Jan Rabaey.,"Rabaey, Jan M.",1996,"Prentice Hall,",c1996.,TK7874.65 .R33 1996,21,9/18/2013 8:22
b2754056x,Design of analog CMOS integrated circuits / Behzad Razavi.,"Razavi, Behzad.",2000,"McGraw-Hill,",c2000.,TK7874.654 .R39 2000,42,11/24/2013 13:31
b49289044,"Silicon VLSI technology : fundamentals, practice, and modeling / James D. Plummer, Michael Deal, Peter B. Griffin.","Plummer, James D.",2000,"Prentice Hall,",2000,TK7874.75 .P54 2000,10,5/28/2014 11:51
b28580722,Microsystem design / Stephen D. Senturia.,"Senturia, Stephen D., 1940-",2001,"Kluwer Academic Publishers,",2001,TK7875 .S46 2001,21,12/5/2012 10:01
b28630518,Foundations for microwave engineering / Robert E. Collin.,"Collin, Robert E.",2001,"IEEE Press,",c2001.,TK7876 .C645 2001,14,1/14/2014 11:36
b26155011,Microwave engineering / David M. Pozar.,"Pozar, David M.",1997,"Wiley,","[1997], c1998.",TK7876 .P69 1998,24,2/10/2011 15:33
b28629218,"Fundamentals of power electronics / Robert W. Erickson, Dragan MaksimoviŸ .","Erickson, Robert W. (Robert Warren), 1956-",2001,"Kluwer Academic,",c2001.,TK7881.15 .E75 2001,24,4/28/2013 16:22
b2415104x,Elements of power electronics / Philip T. Krein.,"Krein, Philip T., 1956-",1998,"Oxford University Press,",1998,TK7881.15 .K74 1998,22,8/25/2011 11:20
b26931916,Power electronics design handbook : low-power components and applications / Nihal Kularatna.,"Kularatna, Nihal.",1998,"Newnes,",1998,TK7881.15 .K85 1998b,10,11/11/2013 16:09
b29801734,"Power electronics : converters, applications, and design / Ned Mohan, Tore M. Undeland, William P. Robbins.","Mohan, Ned.",2003,"John Wiley & Sons,",c2003.,TK7881.15 .M64 2003,15,11/11/2013 16:09
b22782989,The electronic eye : the rise of surveillance society / David Lyon,"Lyon, David, 1948-",1994,"University of Minneapolis Press,",1994,TK7882.E2 L96 1994,11,6/21/2011 14:22
b27188486,"Readings in information visualization : using vision to think / written and edited by Stuart K. Card, Jock D. Mackinlay, Ben Shneiderman.","Card, Stuart K.",1999,"Morgan Kaufmann Publishers,",c1999.,TK7882.I6 C36 1999,11,2/4/2014 11:19
b22340713,Signal processing of speech / F.J. Owens,"Owens, Frank J.",1993,"McGraw-Hill,",c1993,TK7882.S65 O94 1993,10,1/20/2012 11:25
b26634648,Essential VHDL : RTL synthesis done right / Sundar Rajan.,"Rajan, Sundar.",1998,"Sundar Rayan and Gennis Piazza,",1998,TK7885.7 .R35 1998,12,1/22/2014 13:25
b49460560,"Digital design, with RTL design, VHDL, and Verilog / Frank Vahid.","Vahid, Frank.",2011,"Wiley,",c2011.,TK7888.3 .V274 2011,140,6/24/2014 13:25
b35455664,"Fundamentals of digital logic with VHDL design / Stephen Brown, Zvonko Vranesic.","Brown, Stephen D.",2005,"McGraw-Hill Companies,",c2005.,TK7888.4 .B76 2005,10,9/19/2013 11:39
b22817918,Contemporary logic design / Randy H. Katz,"Katz, Randy H., 1955-",1994,"Benjamin/Cummings,",c1994,TK7888.4 .K36 1994,91,7/8/2012 17:06
b3304501x,"Modern processor design : fundamentals of superscalar processors / John Paul Shen, Mikko H. Lipasti.","Shen, John Paul.",2005,"McGraw-Hill Higher Education,",c2005.,TK7895.M5 S52 2005,12,9/16/2013 10:26
b22441761,"Fundamentals of speech recognition / Lawrence Rabiner, Biing-Hwang Juang","Rabiner, Lawrence R., 1943-",1993,"PTR Prentice Hall,",c1993,TK7895.S65 R33 1993,19,1/7/2014 11:29
b30490935,Third generation photovoltaics : advanced solar energy conversion / Martin A. Green.,"Green, Martin A.",2003,"Springer,",c2003.,TK8322 .G74 2003,12,1/17/2011 12:51
b28689458,Introduction to nuclear engineering / John R. Lamarsh.,"Lamarsh, John R.",2001,"Prentice Hall,",2001,TK9145 .L28 2001,15,1/22/2013 15:14
b22642560,Nuclear choices : a citizen's guide to nuclear technology / Richard Wolfson,"Wolfson, Richard.",1993,"MIT Press,",c1993,TK9145 .W59 1993,10,10/8/2010 15:01
b28940234,Practical electronics for inventors / Paul Scherz.,"Scherz, Paul.",2000,"McGraw-Hill,",c2000.,TK9965 .S34 2000,13,9/12/2013 12:16
b2648853x,"Solar power satellites : a space energy system for earth / [edited by] Peter E. Glaser, Frank P. Davidson, Katinka I. Csigi.",,1998,"Wiley published in association with Praxis Publishing, Chichester,",c1998.,TL1102.B3 S65 1998,10,9/12/2013 11:48
b34942786,Electric and hybrid cars : a history / Curtis D. Anderson and Judy Anderson.,"Anderson, Curtis D. (Curtis Darrel), 1947-",2005,"McFarland,",c2005.,TL220 .A53 2005,11,7/27/2011 9:19
b2994675x,Electric and hybrid vehicles : design fundamentals / Iqbal Husain.,"Husain, Iqbal, 1964-",2003,"CRC Press,",c2003.,TL220 .H87 2003,13,3/7/2011 14:59
b22662170,History of the electric automobile : battery-only powered cars / Ernest Henry Wakefield,"Wakefield, Ernest Henry, 1915-",1994,"Society of Automotive Engineers,",1994,TL220 .W343 1994,18,7/21/2010 9:37
b26835575,History of the electric automobile : hybrid electric vehicles / Ernest Henry Wakefield.,"Wakefield, Ernest Henry, 1915-",1998,"Society of Automotive Engineers,",c1998.,TL220 .W343 1998,15,3/3/2010 15:27
b24099260,"Race car vehicle dynamics / William F. Milliken, Douglas L. Milliken.","Milliken, William F., 1911-",1994,"Society of Automotive Engineers,",c1995.,TL243 .M55 1995,22,11/12/2013 11:16
b28118030,Bicycle design / by Mike Burrows   edited by Tony Hadland.,"Burrows, Mike.",2000,"Open Road Pub.  ;""AlpenBooks Press,""",c2000.,TL410 .B87 2000,12,1/30/2013 10:42
b23300280,"Aerodynamics, aeronautics, and flight mechanics / Barnes W. McCormick","McCormick, Barnes Warnock, 1926-",1995,"Wiley,",c1995,TL570 .M38 1995,12,1/6/2012 10:00
b30504211,Space mission analysis and design / edited by James R. Wertz and Wiley J. Larson.,,1999,"Microcosm  ;""Kluwer,""",c1999.,TL790 .S73 1999,10,2/3/2014 11:08
b23634881,Terraforming : engineering planetary environments / Martyn J. Fogg,"Fogg, Martyn J., 1960-",1995,"Society of Automotive Engineers,",1995,TL795.7 .F64 1995,13,6/17/2014 11:08
b23559342,"The global positioning system : a shared national asset : recommendations for technical improvements and enhancements / Committee on the Future of the Global Positioning System, Commission on Engineering and Technical Systems, National Research Council",National Research Council (U.S.). Committee on the Future of the Global Positioning System.,1995,"National Academy Press  ;""National Academy of Public Administration,""",1995,TL798.N3 N35 1995,10,2/25/2012 16:53
b23709893,Introduction to the thermodynamics of materials / David R. Gaskell.,"Gaskell, David R., 1940-",1995,"Taylor & Francis,",c1995.,TN673 .G33 1995,12,12/9/2013 11:30
b29946803,Introduction to the thermodynamics of materials / David R. Gaskell.,"Gaskell, David R., 1940-",2003,"Taylor & Francis,",2003,TN673 .G33 2003,17,12/19/2013 17:36
b23489340,Recrystallization and related annealing phenomena / F.J. Humphreys and M. Hatherly,"Humphreys, F. J.",1995,"Pergamon,",1995,TN690 .H969 1995,15,4/10/2013 17:17
b22607833,"Phase transformations in metals and alloys / David A. Porter, Kenneth E. Easterling","Porter, David A.",1981,"Van Nostrand Reinhold,",1981,TN690 .P597,95,3/31/2014 16:42
b22659560,"Phase transformations in metals and alloys / D.A. Porter, K.E. Easterling","Porter, David A.",1993,"Chapman & Hall,",1993,TN690 .P598 1992,85,12/17/2013 11:31
b2243821x,The measurement of grain boundary geometry / V. Randle,"Randle, V. (Valerie)",1993,"Institute of Physics Pub.,",c1993,TN690 .R32 1993,11,9/13/2012 18:07
b15671136,Surface preparation and microscopy of materials / Brian Bousfield,"Bousfield, Brian.",1992,"Wiley,",c1992,TN690.7 .B68 1992,11,2/24/2011 10:21
b27889774,The petroleum industry : a nontechnical guide / Charles F. Conaway.,"Conaway, Charles F.",1999,"PennWell Pub. Co.,",c1999.,TN870 .C58 1999,11,9/9/2013 11:33
b23790349,American plastic : a cultural history / Jeffrey L. Meikle.,"Meikle, Jeffrey L., 1949-",1995,"Rutgers University Press,",1995,TP1117 .M45 1995,11,1/30/2014 11:42
b23846550,"Mathematical methods in chemical engineering / Arvind Varma, Massimo Morbidelli.","Varma, Arvind.",1997,"Oxford University Press,",1997,TP149 .V36 1997,14,9/3/2010 12:34
b38780641,Numerical methods for chemical engineering : applications in Matlabª’ / Kenneth J. Beers.,"Beers, Kenneth J.",2007,"Cambridge University Press,",2007,TP155.2.M36 B44 2007,10,8/25/2014 17:17
b27332901,"Elementary principles of chemical processes / Richard M. Felder, Ronald W. Rousseau.","Felder, Richard M., 1939-",2000,"J. Wiley & Sons,",c2000.,TP155.7 .F44 2000,11,10/2/2012 11:03
b27618596,"Process design principles : synthesis, analysis, and evaluation / Warren D. Seider, J.D. Seader, Daniel R. Lewin.","Seider, Warren D.",1998,"Wiley,",c1999 [i.e. 1998].,TP155.7 .S423 1998,75,12/12/2012 15:45
b22717067,"Diffusion, mass transfer in fluid systems / E.L. Cussler","Cussler, E. L.",1984,"Cambridge University Press,",1984,TP156.D47 C878 1984,12,2/26/2010 14:26
b23846616,Diffusion : mass transfer in fluid systems / E.L. Cussler.,"Cussler, E. L.",1997,"Cambridge University Press,",1997,TP156.D47 C878 1997,18,8/26/2011 12:02
b13598521,"Fluidization engineering / Daizo Kunii, Octave Levenspiel","Kunii, Daiz÷‡, 1923-",1991,"Butterworth-Heinemann,",c1991,TP156.F65 K8 1991,12,8/15/2012 8:09
b26408454,Analysis of transport phenomena / William M. Deen.,"Deen, William M. (William Murray), 1947-",1998,"Oxford University Press,",1998,TP156.T7 D44 1998,29,2/27/2014 23:58
b52956507,Analysis of transport phenomena / William M. Deen.,"Deen, William M. (William Murray), 1947-",2012,"Oxford University Press,",c2012.,TP156.T7 D44 2012,11,9/5/2014 11:04
b26839209,Elements of chemical reaction engineering / H. Scott Fogler.,"Fogler, H. Scott.",1999,"Prentice Hall PTR,",c1999.,TP157 .F65 1999,30,1/25/2013 11:08
b36541242,Elements of chemical reaction engineering / H. Scott Fogler.,"Fogler, H. Scott.",2006,"Prentice Hall PTR,",c2006.,TP157 .F65 2006,16,9/15/2014 17:18
b26640818,Chemical reaction engineering / Octave Levenspiel.,"Levenspiel, Octave.",1999,"Wiley,",c1999.,TP157 .L4 1999,23,9/6/2013 11:25
b47238008,"Molecular biotechnology : principles and applications of recombinant DNA / Bernard R. Glick, Jack J. Pasternak, Cheryl L. Patten.","Glick, Bernard R.",2010,"ASM Press,",c2010.,TP248.2 .G58 2010,12,5/20/2014 11:05
b28556392,"Bioreaction engineering : modeling and control / K. Schû§gerl, K.-H. Bellgardt (eds.).",,2000,"Springer,",c2000.,TP248.25.B55 B549 2000,12,10/25/2010 21:05
b23337783,Bioreaction engineering principles / Jens Nielsen and John Villadsen,"Nielsen, Jens Hû?iriis.",1994,"Plenum Press,",c1994,TP248.25.B55 N53 1994,16,7/30/2013 19:58
b23870515,"Biochemical engineering / Harvey W. Blanch, Douglas S. Clark.","Blanch, Harvey W., 1947-",1996,"M. Dekker,",c1996.,TP248.3 .B625 1996,44,5/5/2013 19:55
b29015327,"Bioprocess engineering / Michael L. Shuler, Fikret Kargi.","Shuler, Michael L., 1947-",2002,"Prentice Hall PTR,",c2002.,TP248.3 .S58 2002,17,8/2/2013 10:21
b26832471,"Metabolic engineering : principles and methodologies / Gregory N. Stephanopoulos, Aristos A. Aristidou, Jens Nielsen.","Stephanopoulos, G.",1998,"Academic Press,",c1998.,TP248.3 .S736 1998,25,11/8/2011 9:34
b28997372,"Lords of the harvest : biotech, big money, and the future of food / Daniel Charles.","Charles, Daniel.",2001,"Perseus Publ.,",2001,TP248.65.F66 C48 2001,18,1/22/2010 12:05
b27607240,Brewing / Ian S. Hornsey.,"Hornsey, Ian S. (Ian Spencer)",1999,"Royal Society of Chemistry,",c1999.,TP570 .H65 1999,10,10/10/2011 12:31
b13943315,Wines & beers of old New England : a how-to-do-it history / Sanborn C. Brown   drawings by Ed Lindlof,"Brown, Sanborn C. (Sanborn Conner), 1913-1981.",1978,"The University Press of New England,",1978,TP573.U53 B7,12,5/26/2010 15:19
b22890890,Handbook for pulp & paper technologists / Gary A. Smook,"Smook, G. A. (Gary A.), 1934-",1992,"Angus Wilde Publications,",c1992,TS1105 .S674 1992,11,11/28/2011 10:26
b26636578,Handbook of pulping and papermaking / Christopher J. Biermann.,"Biermann, Christopher J.",1996,"Academic Press,",c1996.,TS1175 .B54 1996,12,4/25/2013 13:26
b49224499,"Matching supply with demand : an introduction to operations management / Gû?rard Cachon, Christian Terwiesch.","Cachon, Gû?rard.",2009,"McGraw-Hill/Irwin,",c2009.,TS155 .C13 2009,12,4/5/2014 12:18
b26401265,"Factory physics : foundations of manufacturing management / Wallace J. Hopp, Mark L. Spearman.","Hopp, Wallace J.",1996,"Irwin,",c1996.,TS155 .H678 1996,21,4/5/2010 13:47
b26401526,Production/operations management / William J. Stevenson.,"Stevenson, William J.",1996,"Irwin,",c1996.,TS155 .S7824 1996,10,5/11/2011 12:33
b30759845,Statistical methods for six sigma : in R&D and manufacturing / Anand M. Joglekar.,"Joglekar, Anand M.",2003,,,TS156 .J64 2003,11,11/5/2013 11:45
b39567023,"The lean six sigma pocket toolbook : a quick reference guide to nearly 100 tools for improving process quality, speed, and complexity / Michael L. George ... [et al.].",,2005,"McGraw-Hill,",2005,TS156 .L375 2005,10,11/6/2013 15:09
b37428603,Six Sigma quality improvement with MINITAB / G. Robin Henderson.,"Henderson, G. Robin.",2006,"Wiley,",c2006.,TS156.8 .H45 2006,11,6/22/2013 17:39
